地域コード,地域,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
13116,豊島区　,10～14,8420,4243,4177,8014,4025,3989,406,218,188
13116,豊島区　,15～19,9523,4844,4679,7747,3882,3865,1776,962,814
13116,豊島区　,20～24,21306,10936,10370,13814,6772,7042,7492,4164,3328
13116,豊島区　,25～29,29561,15097,14464,22000,11100,10900,7561,3997,3564
13116,豊島区　,30～34,25590,13296,12294,20717,10788,9929,4873,2508,2365
13116,豊島区　,35～39,23208,12233,10975,20443,10807,9636,2765,1426,1339
13116,豊島区　,40～44,22238,11973,10265,20413,11076,9337,1825,897,928
13116,豊島区　,45～49,22544,11860,10684,21229,11244,9985,1315,616,699
13116,豊島区　,50～54,22165,11407,10758,21031,10878,10153,1134,529,605
13116,豊島区　,55～59,18406,9572,8834,17564,9191,8373,842,381,461
13116,豊島区　,60～64,14406,7469,6937,13728,7185,6543,678,284,394
13116,豊島区　,65～69,12240,6127,6113,11803,5955,5848,437,172,265
13116,豊島区　,70～74,12942,6379,6563,12691,6264,6427,251,115,136
13116,豊島区　,75～79,11800,5285,6515,11696,5236,6460,104,49,55
13116,豊島区　,80～84,9099,3637,5462,9027,3608,5419,72,29,43
13116,豊島区　,85～89,6105,1940,4165,6064,1933,4131,41,7,34
13116,豊島区　,90～94,3285,876,2409,3269,873,2396,16,3,13
13116,豊島区　,95～99,967,162,805,956,160,796,11,2,9
13116,豊島区　,100以上,170,24,146,169,24,145,1,-,1
13117,北区,総数,357701,177688,180013,330339,163827,166512,27362,13861,13501
13117,北区,0～4,12127,6194,5933,11228,5718,5510,899,476,423
13117,北区,5～9,12947,6572,6375,12134,6160,5974,813,412,401
13117,北区,10～14,11742,6105,5637,11111,5769,5342,631,336,295
13117,北区,15～19,11957,6067,5890,10679,5351,5328,1278,716,562
13117,北区,20～24,20988,10654,10334,16550,8228,8322,4438,2426,2012
13117,北区,25～29,30349,15538,14811,25269,12878,12391,5080,2660,2420
13117,北区,30～34,27325,14162,13163,23302,12084,11218,4023,2078,1945
13117,北区,35～39,26404,13778,12626,23645,12366,11279,2759,1412,1347
13117,北区,40～44,25623,13528,12095,23436,12450,10986,2187,1078,1109
13117,北区,45～49,26741,14094,12647,25313,13386,11927,1428,708,720
13117,北区,50～54,26889,14001,12888,25731,13490,12241,1158,511,647
13117,北区,55～59,21959,11412,10547,21027,11041,9986,932,371,561
13117,北区,60～64,17877,9129,8748,17191,8883,8308,686,246,440
13117,北区,65～69,16168,8125,8043,15723,7959,7764,445,166,279
13117,北区,70～74,19346,9467,9879,19078,9351,9727,268,116,152
13117,北区,75～79,18040,8010,10030,17875,7939,9936,165,71,94
13117,北区,80～84,14862,5942,8920,14766,5899,8867,96,43,53
13117,北区,85～89,9863,3259,6604,9813,3235,6578,50,24,26
13117,北区,90～94,4913,1347,3566,4891,1337,3554,22,10,12
13117,北区,95～99,1379,282,1097,1376,281,1095,3,1,2
13117,北区,100以上,202,22,180,201,22,179,1,-,1
13118,荒川区,総数,219268,108991,110277,198017,98488,99529,21251,10503,10748
13118,荒川区,0～4,7616,3932,3684,7020,3607,3413,596,325,271
13118,荒川区,5～9,8073,4108,3965,7524,3824,3700,549,284,265
13118,荒川区,10～14,8080,4135,3945,7527,3836,3691,553,299,254
13118,荒川区,15～19,8506,4349,4157,7444,3791,3653,1062,558,504
13118,荒川区,20～24,12896,6631,6265,9839,4922,4917,3057,1709,1348
13118,荒川区,25～29,17058,8714,8344,13914,7063,6851,3144,1651,1493
13118,荒川区,30～34,16133,8240,7893,13457,6877,6580,2676,1363,1313
13118,荒川区,35～39,15491,7969,7522,13414,6931,6483,2077,1038,1039
13118,荒川区,40～44,15836,8123,7713,14222,7355,6867,1614,768,846
13118,荒川区,45～49,17202,8870,8332,15918,8285,7633,1284,585,699
13118,荒川区,50～54,17411,8890,8521,16199,8366,7833,1212,524,688
13118,荒川区,55～59,14323,7374,6949,13270,6914,6356,1053,460,593
13118,荒川区,60～64,11514,5945,5569,10717,5617,5100,797,328,469
13118,荒川区,65～69,10039,5019,5020,9456,4788,4668,583,231,352
13118,荒川区,70～74,11623,5741,5882,11253,5592,5661,370,149,221
13118,荒川区,75～79,10282,4820,5462,10008,4715,5293,274,105,169
13118,荒川区,80～84,8395,3388,5007,8209,3304,4905,186,84,102
13118,荒川区,85～89,5488,1915,3573,5385,1886,3499,103,29,74
13118,荒川区,90～94,2525,683,1842,2488,673,1815,37,10,27
13118,荒川区,95～99,670,131,539,649,128,521,21,3,18
13118,荒川区,100以上,107,14,93,104,14,90,3,-,3
13119,板橋区,総数,572927,280059,292868,540576,264374,276202,32351,15685,16666
13119,板橋区,0～4,17496,8868,8628,16511,8353,8158,985,515,470
13119,板橋区,5～9,20303,10409,9894,19433,9942,9491,870,467,403
13119,板橋区,10～14,20403,10556,9847,19665,10188,9477,738,368,370
13119,板橋区,15～19,21412,10936,10476,20041,10205,9836,1371,731,640
13119,板橋区,20～24,36499,17607,18892,31516,14944,16572,4983,2663,2320
13119,板橋区,25～29,47329,22733,24596,41302,19656,21646,6027,3077,2950
13119,板橋区,30～34,40894,20202,20692,36198,17844,18354,4696,2358,2338
13119,板橋区,35～39,38723,19713,19010,35620,18166,17454,3103,1547,1556
13119,板橋区,40～44,40321,20539,19782,37708,19334,18374,2613,1205,1408
13119,板橋区,45～49,43408,22388,21020,41648,21623,20025,1760,765,995
13119,板橋区,50～54,45348,23171,22177,43822,22565,21257,1526,606,920
13119,板橋区,55～59,37995,19751,18244,36736,19296,17440,1259,455,804
13119,板橋区,60～64,31087,15988,15099,30071,15589,14482,1016,399,617
13119,板橋区,65～69,26864,13405,13459,26214,13188,13026,650,217,433
13119,板橋区,70～74,30552,14926,15626,30203,14773,15430,349,153,196
13119,板橋区,75～79,27841,12512,15329,27643,12429,15214,198,83,115
13119,板橋区,80～84,22129,8977,13152,22010,8928,13082,119,49,70
13119,板橋区,85～89,14723,4954,9769,14666,4936,9730,57,18,39
13119,板橋区,90～94,7202,1987,5215,7175,1978,5197,27,9,18
13119,板橋区,95～99,2112,412,1700,2108,412,1696,4,-,4
13119,板橋区,100以上,286,25,261,286,25,261,-,-,-
13120,練馬区,総数,741540,358739,382801,718345,347707,370638,23195,11032,12163
13120,練馬区,0～4,26081,13409,12672,25499,13097,12402,582,312,270
13120,練馬区,5～9,29273,14937,14336,28620,14600,14020,653,337,316
13120,練馬区,10～14,29624,15178,14446,29002,14862,14140,622,316,306
13120,練馬区,15～19,30770,15823,14947,29819,15353,14466,951,470,481
13120,練馬区,20～24,43258,21139,22119,40093,19490,20603,3165,1649,1516
13120,練馬区,25～29,53174,25210,27964,49214,23267,25947,3960,1943,2017
13120,練馬区,30～34,50293,24240,26053,47207,22752,24455,3086,1488,1598
13120,練馬区,35～39,50708,25131,25577,48436,24055,24381,2272,1076,1196
13120,練馬区,40～44,51752,26063,25689,49787,25149,24638,1965,914,1051
13120,練馬区,45～49,55603,27995,27608,54118,27321,26797,1485,674,811
13120,練馬区,50～54,60500,30193,30307,59127,29566,29561,1373,627,746
13120,練馬区,55～59,53977,27419,26558,52927,27010,25917,1050,409,641
13120,練馬区,60～64,43373,21837,21536,42592,21526,21066,781,311,470
13120,練馬区,65～69,34431,17255,17176,33972,17068,16904,459,187,272
13120,練馬区,70～74,35415,16954,18461,35082,16805,18277,333,149,184
13120,練馬区,75～79,32242,14227,18015,32052,14141,17911,190,86,104
13120,練馬区,80～84,27679,10877,16802,27535,10831,16704,144,46,98
13120,練馬区,85～89,19770,7038,12732,19691,7018,12673,79,20,59
13120,練馬区,90～94,10233,3081,7152,10200,3069,7131,33,12,21
13120,練馬区,95～99,2963,672,2291,2954,668,2286,9,4,5
13120,練馬区,100以上,421,61,360,418,59,359,3,2,1
13121,足立区,総数,693223,346947,346276,653892,328006,325886,39331,18941,20390
13121,足立区,0～4,20962,10780,10182,19603,10065,9538,1359,715,644
13121,足立区,5～9,24629,12516,12113,23172,11777,11395,1457,739,718
13121,足立区,10～14,26909,13739,13170,25532,13037,12495,1377,702,675
13121,足立区,15～19,28184,14515,13669,26706,13686,13020,1478,829,649
13121,足立区,20～24,39882,20236,19646,36413,18210,18203,3469,2026,1443
13121,足立区,25～29,50160,26306,23854,44906,23379,21527,5254,2927,2327
13121,足立区,30～34,43963,23038,20925,38792,20367,18425,5171,2671,2500
13121,足立区,35～39,42332,22185,20147,38205,20107,18098,4127,2078,2049
13121,足立区,40～44,45200,23452,21748,41594,21835,19759,3606,1617,1989
13121,足立区,45～49,52142,27205,24937,49360,26036,23324,2782,1169,1613
13121,足立区,50～54,59750,31396,28354,57120,30395,26725,2630,1001,1629
13121,足立区,55～59,50731,26668,24063,48626,25961,22665,2105,707,1398
13121,足立区,60～64,39119,20552,18567,37449,19946,17503,1670,606,1064
13121,足立区,65～69,32705,16738,15967,31589,16296,15293,1116,442,674
13121,足立区,70～74,38032,18531,19501,37315,18229,19086,717,302,415
13121,足立区,75～79,35926,16129,19797,35467,15925,19542,459,204,255
13121,足立区,80～84,31951,12824,19127,31637,12698,18939,314,126,188
13121,足立区,85～89,20303,7324,12979,20125,7262,12863,178,62,116
13121,足立区,90～94,8314,2394,5920,8267,2379,5888,47,15,32
13121,足立区,95～99,1779,389,1390,1765,387,1378,14,2,12
13121,足立区,100以上,250,30,220,249,29,220,1,1,-
13122,葛飾区,総数,467000,232534,234466,440162,219365,220797,26838,13169,13669
13122,葛飾区,0～4,15364,7935,7429,14253,7354,6899,1111,581,530
13122,葛飾区,5～9,17414,8921,8493,16353,8375,7978,1061,546,515
13122,葛飾区,10～14,18015,9260,8755,17139,8801,8338,876,459,417
13122,葛飾区,15～19,18573,9573,9000,17413,8948,8465,1160,625,535
13122,葛飾区,20～24,27176,13821,13355,24334,12265,12069,2842,1556,1286
13122,葛飾区,25～29,32728,16629,16099,28928,14599,14329,3800,2030,1770
13122,葛飾区,30～34,29389,15134,14255,25663,13190,12473,3726,1944,1782
13122,葛飾区,35～39,29506,15306,14200,26495,13791,12704,3011,1515,1496
13122,葛飾区,40～44,30944,16068,14876,28345,14826,13519,2599,1242,1357
13122,葛飾区,45～49,34731,18145,16586,32940,17308,15632,1791,837,954
13122,葛飾区,50～54,38715,20121,18594,37229,19554,17675,1486,567,919
13122,葛飾区,55～59,33793,17452,16341,32585,17015,15570,1208,437,771
13122,葛飾区,60～64,27262,14145,13117,26413,13845,12568,849,300,549
13122,葛飾区,65～69,23268,11918,11350,22725,11702,11023,543,216,327
13122,葛飾区,70～74,25723,12657,13066,25393,12517,12876,330,140,190
13122,葛飾区,75～79,23294,10679,12615,23075,10583,12492,219,96,123
13122,葛飾区,80～84,19728,7878,11850,19595,7828,11767,133,50,83
13122,葛飾区,85～89,13479,4715,8764,13422,4699,8723,57,16,41
13122,葛飾区,90～94,6147,1798,4349,6124,1791,4333,23,7,16
13122,葛飾区,95～99,1549,352,1197,1538,348,1190,11,4,7
13122,葛飾区,100以上,202,27,175,200,26,174,2,1,1
13123,江戸川区,総数,689961,347127,342834,647043,325720,321323,42918,21407,21511
13123,江戸川区,0～4,23884,12253,11631,21903,11216,10687,1981,1037,944
13123,江戸川区,5～9,27795,14158,13637,25643,13045,12598,2152,1113,1039
13123,江戸川区,10～14,29461,15147,14314,27639,14208,13431,1822,939,883
13123,江戸川区,15～19,31494,15982,15512,29642,14960,14682,1852,1022,830
13123,江戸川区,20～24,42145,21568,20577,37897,19120,18777,4248,2448,1800
13123,江戸川区,25～29,48452,25133,23319,42694,21996,20698,5758,3137,2621
13123,江戸川区,30～34,44032,22975,21057,38259,19900,18359,5773,3075,2698
13123,江戸川区,35～39,44648,23296,21352,39587,20716,18871,5061,2580,2481
13123,江戸川区,40～44,46566,24235,22331,42245,22131,20114,4321,2104,2217
13123,江戸川区,45～49,53362,27723,25639,50423,26351,24072,2939,1372,1567
13123,江戸川区,50～54,61268,31807,29461,58824,30844,27980,2444,963,1481
13123,江戸川区,55～59,51814,27405,24409,50042,26776,23266,1772,629,1143
13123,江戸川区,60～64,38140,20341,17799,36978,19953,17025,1162,388,774
13123,江戸川区,65～69,29926,15438,14488,29182,15176,14006,744,262,482
13123,江戸川区,70～74,33602,16395,17207,33169,16230,16939,433,165,268
13123,江戸川区,75～79,31364,14090,17274,31154,14012,17142,210,78,132
13123,江戸川区,80～84,26500,10697,15803,26364,10645,15719,136,52,84
13123,江戸川区,85～89,16855,6096,10759,16782,6066,10716,73,30,43
13123,江戸川区,90～94,6826,2035,4791,6801,2026,4775,25,9,16
13123,江戸川区,95～99,1588,312,1276,1578,310,1268,10,2,8
13123,江戸川区,100以上,239,41,198,237,39,198,2,2,-
13200,市部,総数,4190134,2062443,2127691,4087157,2012212,2074945,102977,50231,52746
13200,市部,0～4,137044,70246,66798,133978,68658,65320,3066,1588,1478
13200,市部,5～9,170304,87382,82922,167335,85850,81485,2969,1532,1437
13200,市部,10～14,178966,92093,86873,176534,90834,85700,2432,1259,1173
13200,市部,15～19,190083,97086,92997,186337,95119,91218,3746,1967,1779
13200,市部,20～24,234401,119356,115045,219699,111552,108147,14702,7804,6898
13200,市部,25～29,230653,117589,113064,214906,108903,106003,15747,8686,7061
13200,市部,30～34,222013,113647,108366,209468,106816,102652,12545,6831,5714
13200,市部,35～39,248998,127544,121454,239078,122453,116625,9920,5091,4829
13200,市部,40～44,277093,141989,135104,268573,138178,130395,8520,3811,4709
13200,市部,45～49,317487,161937,155550,310550,159021,151529,6937,2916,4021
13200,市部,50～54,353591,179930,173661,347053,177481,169572,6538,2449,4089
13200,市部,55～59,309247,158995,150252,303563,156877,146686,5684,2118,3566
13200,市部,60～64,249327,126717,122610,245327,125130,120197,4000,1587,2413
13200,市部,65～69,213402,105303,108099,210926,104289,106637,2476,1014,1462
13200,市部,70～74,245292,115784,129508,243768,115090,128678,1524,694,830
13200,市部,75～79,227494,101359,126135,226486,100914,125572,1008,445,563
13200,市部,80～84,188437,78101,110336,187823,77848,109975,614,253,361
13200,市部,85～89,120621,45671,74950,120263,45545,74718,358,126,232
13200,市部,90～94,57565,17924,39641,57424,17880,39544,141,44,97
13200,市部,95～99,15816,3513,12303,15774,3498,12276,42,15,27
13200,市部,100以上,2300,277,2023,2292,276,2016,8,1,7
13201,八王子市,総数,560692,280146,280546,545227,272505,272722,15465,7641,7824
13201,八王子市,0～4,15505,7956,7549,15108,7754,7354,397,202,195
13201,八王子市,5～9,20231,10497,9734,19850,10295,9555,381,202,179
13201,八王子市,10～14,23282,12025,11257,22931,11844,11087,351,181,170
13201,八王子市,15～19,27303,14109,13194,26678,13765,12913,625,344,281
13201,八王子市,20～24,36307,19238,17069,33203,17554,15649,3104,1684,1420
13201,八王子市,25～29,29471,15703,13768,26965,14258,12707,2506,1445,1061
13201,八王子市,30～34,26766,14340,12426,25101,13384,11717,1665,956,709
13201,八王子市,35～39,29758,15617,14141,28514,14975,13539,1244,642,602
13201,八王子市,40～44,34305,17804,16501,33151,17321,15830,1154,483,671
13201,八王子市,45～49,40994,21130,19864,40050,20794,19256,944,336,608
13201,八王子市,50～54,46670,24078,22592,45684,23726,21958,986,352,634
13201,八王子市,55～59,40807,21132,19675,39977,20818,19159,830,314,516
13201,八王子市,60～64,33520,17109,16411,33011,16911,16100,509,198,311
13201,八王子市,65～69,30532,15044,15488,30201,14914,15287,331,130,201
13201,八王子市,70～74,36989,17515,19474,36790,17431,19359,199,84,115
13201,八王子市,75～79,34051,15454,18597,33940,15408,18532,111,46,65
13201,八王子市,80～84,27696,12004,15692,27626,11978,15648,70,26,44
13201,八王子市,85～89,16620,6596,10024,16584,6586,9998,36,10,26
13201,八王子市,90～94,7509,2324,5185,7493,2320,5173,16,4,12
13201,八王子市,95～99,2060,428,1632,2055,426,1629,5,2,3
13201,八王子市,100以上,316,43,273,315,43,272,1,-,1
13202,立川市,総数,185825,91979,93846,180361,89426,90935,5464,2553,2911
13202,立川市,0～4,6239,3177,3062,6117,3107,3010,122,70,52
13202,立川市,5～9,7416,3800,3616,7274,3723,3551,142,77,65
13202,立川市,10～14,7539,3902,3637,7425,3839,3586,114,63,51
13202,立川市,15～19,7826,3941,3885,7680,3866,3814,146,75,71
13202,立川市,20～24,10467,5107,5360,9759,4768,4991,708,339,369
13202,立川市,25～29,11901,6127,5774,10966,5674,5292,935,453,482
13202,立川市,30～34,11124,5807,5317,10420,5433,4987,704,374,330
13202,立川市,35～39,11619,6105,5514,11079,5807,5272,540,298,242
13202,立川市,40～44,12534,6546,5988,12130,6391,5739,404,155,249
13202,立川市,45～49,14019,7349,6670,13615,7186,6429,404,163,241
13202,立川市,50～54,15671,8045,7626,15310,7911,7399,361,134,227
13202,立川市,55～59,13124,6872,6252,12856,6778,6078,268,94,174
13202,立川市,60～64,10250,5277,4973,10040,5197,4843,210,80,130
13202,立川市,65～69,9095,4491,4604,8947,4422,4525,148,69,79
13202,立川市,70～74,10524,4979,5545,10416,4934,5482,108,45,63
13202,立川市,75～79,9990,4373,5617,9912,4342,5570,78,31,47
13202,立川市,80～84,8283,3385,4898,8243,3365,4878,40,20,20
13202,立川市,85～89,5113,1834,3279,5091,1824,3267,22,10,12
13202,立川市,90～94,2380,716,1664,2372,714,1658,8,2,6
13202,立川市,95～99,634,141,493,632,140,492,2,1,1
13202,立川市,100以上,77,5,72,77,5,72,-,-,-
13203,武蔵野市,総数,147809,70765,77044,144090,68868,75222,3719,1897,1822
13203,武蔵野市,0～4,5238,2667,2571,5137,2607,2530,101,60,41
13203,武蔵野市,5～9,6198,3231,2967,6083,3164,2919,115,67,48
13203,武蔵野市,10～14,5937,3063,2874,5858,3025,2833,79,38,41
13203,武蔵野市,15～19,5838,2989,2849,5709,2911,2798,129,78,51
13203,武蔵野市,20～24,7786,3801,3985,7268,3541,3727,518,260,258
13203,武蔵野市,25～29,9807,4840,4967,9252,4566,4686,555,274,281
13203,武蔵野市,30～34,9615,4825,4790,9153,4596,4557,462,229,233
13203,武蔵野市,35～39,10352,5144,5208,9917,4925,4992,435,219,216
13203,武蔵野市,40～44,11141,5496,5645,10765,5308,5457,376,188,188
13203,武蔵野市,45～49,11727,5684,6043,11456,5551,5905,271,133,138
13203,武蔵野市,50～54,11875,5738,6137,11669,5636,6033,206,102,104
13203,武蔵野市,55～59,10411,5098,5313,10247,5010,5237,164,88,76
13203,武蔵野市,60～64,8538,4177,4361,8423,4119,4304,115,58,57
13203,武蔵野市,65～69,6980,3316,3664,6901,3276,3625,79,40,39
13203,武蔵野市,70～74,7354,3436,3918,7310,3408,3902,44,28,16
13203,武蔵野市,75～79,6819,2967,3852,6785,2947,3838,34,20,14
13203,武蔵野市,80～84,5302,2145,3157,5286,2135,3151,16,10,6
13203,武蔵野市,85～89,3849,1377,2472,3841,1375,2466,8,2,6
13203,武蔵野市,90～94,2180,595,1585,2170,593,1577,10,2,8
13203,武蔵野市,95～99,737,156,581,735,155,580,2,1,1
13203,武蔵野市,100以上,125,20,105,125,20,105,-,-,-
13204,三鷹市,総数,189959,92506,97453,185627,90361,95266,4332,2145,2187
13204,三鷹市,0～4,6541,3355,3186,6445,3304,3141,96,51,45
13204,三鷹市,5～9,8387,4336,4051,8281,4281,4000,106,55,51
13204,三鷹市,10～14,8454,4323,4131,8378,4284,4094,76,39,37
13204,三鷹市,15～19,8217,4191,4026,8071,4115,3956,146,76,70
13204,三鷹市,20～24,10571,5241,5330,9946,4961,4985,625,280,345
13204,三鷹市,25～29,11565,5816,5749,10882,5462,5420,683,354,329
13204,三鷹市,30～34,11009,5543,5466,10486,5277,5209,523,266,257
13204,三鷹市,35～39,12738,6350,6388,12256,6096,6160,482,254,228
13204,三鷹市,40～44,14022,7086,6936,13688,6907,6781,334,179,155
13204,三鷹市,45～49,15252,7518,7734,14921,7361,7560,331,157,174
13204,三鷹市,50～54,16118,8055,8063,15874,7941,7933,244,114,130
13204,三鷹市,55～59,13970,7110,6860,13754,7015,6739,216,95,121
13204,三鷹市,60～64,11148,5610,5538,10968,5520,5448,180,90,90
13204,三鷹市,65～69,8697,4268,4429,8593,4223,4370,104,45,59
13204,三鷹市,70～74,9346,4455,4891,9264,4415,4849,82,40,42
13204,三鷹市,75～79,8668,3811,4857,8617,3786,4831,51,25,26
13204,三鷹市,80～84,6916,2773,4143,6890,2760,4130,26,13,13
13204,三鷹市,85～89,4755,1672,3083,4735,1662,3073,20,10,10
13204,三鷹市,90～94,2658,798,1860,2655,798,1857,3,-,3
13204,三鷹市,95～99,803,183,620,800,181,619,3,2,1
13204,三鷹市,100以上,124,12,112,123,12,111,1,-,1
13205,青梅市,総数,129468,65036,64432,126916,63834,63082,2552,1202,1350
13205,青梅市,0～4,3200,1623,1577,3126,1582,1544,74,41,33
13205,青梅市,5～9,4192,2153,2039,4120,2114,2006,72,39,33
13205,青梅市,10～14,4946,2589,2357,4887,2557,2330,59,32,27
13205,青梅市,15～19,5644,2837,2807,5555,2790,2765,89,47,42
13205,青梅市,20～24,6219,3323,2896,5969,3174,2795,250,149,101
13205,青梅市,25～29,5829,3140,2689,5407,2886,2521,422,254,168
13205,青梅市,30～34,5642,3101,2541,5341,2923,2418,301,178,123
13205,青梅市,35～39,6414,3456,2958,6191,3346,2845,223,110,113
13205,青梅市,40～44,7481,3890,3591,7284,3813,3471,197,77,120
13205,青梅市,45～49,9109,4750,4359,8947,4699,4248,162,51,111
13205,青梅市,50～54,10822,5757,5065,10633,5706,4927,189,51,138
13205,青梅市,55～59,9776,5077,4699,9588,5020,4568,188,57,131
13205,青梅市,60～64,8647,4507,4140,8524,4465,4059,123,42,81
13205,青梅市,65～69,8357,4197,4160,8267,4171,4096,90,26,64
13205,青梅市,70～74,10360,5083,5277,10310,5062,5248,50,21,29
13205,青梅市,75～79,9007,4120,4887,8976,4106,4870,31,14,17
13205,青梅市,80～84,7147,3180,3967,7127,3171,3956,20,9,11
13205,青梅市,85～89,4112,1608,2504,4103,1604,2499,9,4,5
13205,青梅市,90～94,1891,522,1369,1888,522,1366,3,-,3
13205,青梅市,95～99,594,116,478,594,116,478,-,-,-
13205,青梅市,100以上,79,7,72,79,7,72,-,-,-
13206,府中市,総数,260078,130030,130048,254091,127295,126796,5987,2735,3252
13206,府中市,0～4,8680,4437,4243,8506,4341,4165,174,96,78
13206,府中市,5～9,11168,5710,5458,10994,5614,5380,174,96,78
13206,府中市,10～14,11880,6060,5820,11742,5980,5762,138,80,58
13206,府中市,15～19,12214,6292,5922,12018,6193,5825,196,99,97
13206,府中市,20～24,14991,7729,7262,14066,7336,6730,925,393,532
13206,府中市,25～29,15186,7829,7357,14228,7336,6892,958,493,465
13206,府中市,30～34,14253,7399,6854,13561,7026,6535,692,373,319
13206,府中市,35～39,16384,8474,7910,15844,8199,7645,540,275,265
13206,府中市,40～44,18189,9342,8847,17712,9140,8572,477,202,275
13206,府中市,45～49,20636,10671,9965,20185,10505,9680,451,166,285
13206,府中市,50～54,22944,11840,11104,22578,11715,10863,366,125,241
13206,府中市,55～59,19885,10393,9492,19549,10283,9266,336,110,226
13206,府中市,60～64,15103,7941,7162,14861,7851,7010,242,90,152
13206,府中市,65～69,12255,6228,6027,12125,6174,5951,130,54,76
13206,府中市,70～74,13528,6552,6976,13448,6516,6932,80,36,44
13206,府中市,75～79,12158,5390,6768,12119,5371,6748,39,19,20
13206,府中市,80～84,9926,4110,5816,9891,4092,5799,35,18,17
13206,府中市,85～89,6453,2395,4058,6436,2390,4046,17,5,12
13206,府中市,90～94,3200,993,2207,3189,990,2199,11,3,8
13206,府中市,95～99,928,233,695,922,231,691,6,2,4
13206,府中市,100以上,117,12,105,117,12,105,-,-,-
13207,昭島市,総数,114516,56910,57606,111302,55395,55907,3214,1515,1699
13207,昭島市,0～4,4084,2095,1989,3978,2034,1944,106,61,45
13207,昭島市,5～9,4813,2424,2389,4725,2383,2342,88,41,47
13207,昭島市,10～14,4901,2494,2407,4827,2452,2375,74,42,32
13207,昭島市,15～19,4877,2474,2403,4756,2411,2345,121,63,58
13207,昭島市,20～24,5610,2919,2691,5260,2710,2550,350,209,141
13207,昭島市,25～29,6217,3264,2953,5808,3054,2754,409,210,199
13207,昭島市,30～34,6410,3320,3090,6012,3119,2893,398,201,197
13207,昭島市,35～39,7093,3714,3379,6794,3554,3240,299,160,139
13207,昭島市,40～44,7721,4006,3715,7469,3903,3566,252,103,149
13207,昭島市,45～49,8658,4578,4080,8422,4480,3942,236,98,138
13207,昭島市,50～54,9236,4784,4452,8990,4698,4292,246,86,160
13207,昭島市,55～59,7924,4076,3848,7726,4006,3720,198,70,128
13207,昭島市,60～64,6648,3387,3261,6502,3329,3173,146,58,88
13207,昭島市,65～69,6353,3100,3253,6239,3052,3187,114,48,66
13207,昭島市,70～74,7422,3554,3868,7358,3527,3831,64,27,37
13207,昭島市,75～79,6573,3038,3535,6525,3016,3509,48,22,26
13207,昭島市,80～84,5034,2053,2981,4999,2045,2954,35,8,27
13207,昭島市,85～89,3078,1144,1934,3057,1140,1917,21,4,17
13207,昭島市,90～94,1426,396,1030,1419,392,1027,7,4,3
13207,昭島市,95～99,371,84,287,369,84,285,2,-,2
13207,昭島市,100以上,67,6,61,67,6,61,-,-,-
13208,調布市,総数,238774,116031,122743,233665,113453,120212,5109,2578,2531
13208,調布市,0～4,8551,4418,4133,8404,4333,4071,147,85,62
13208,調布市,5～9,10293,5172,5121,10174,5114,5060,119,58,61
13208,調布市,10～14,9968,5089,4879,9880,5050,4830,88,39,49
13208,調布市,15～19,10153,5154,4999,10005,5080,4925,148,74,74
13208,調布市,20～24,13369,6760,6609,12856,6449,6407,513,311,202
13208,調布市,25～29,15228,7452,7776,14470,7010,7460,758,442,316
13208,調布市,30～34,14261,6992,7269,13588,6633,6955,673,359,314
13208,調布市,35～39,15974,7927,8047,15408,7623,7785,566,304,262
13208,調布市,40～44,17441,8847,8594,17004,8646,8358,437,201,236
13208,調布市,45～49,19273,9655,9618,18908,9487,9421,365,168,197
13208,調布市,50～54,20633,10329,10304,20302,10182,10120,331,147,184
13208,調布市,55～59,17814,8939,8875,17538,8847,8691,276,92,184
13208,調布市,60～64,13732,6969,6763,13498,6869,6629,234,100,134
13208,調布市,65～69,10721,5338,5383,10557,5267,5290,164,71,93
13208,調布市,70～74,11634,5413,6221,11522,5351,6171,112,62,50
13208,調布市,75～79,10604,4638,5966,10541,4618,5923,63,20,43
13208,調布市,80～84,8847,3527,5320,8797,3504,5293,50,23,27
13208,調布市,85～89,6159,2262,3897,6118,2247,3871,41,15,26
13208,調布市,90～94,3187,956,2231,3168,949,2219,19,7,12
13208,調布市,95～99,832,182,650,829,182,647,3,-,3
13208,調布市,100以上,100,12,88,98,12,86,2,-,2
13209,町田市,総数,430380,210105,220275,421481,205752,215729,8899,4353,4546
13209,町田市,0～4,13469,6929,6540,13113,6744,6369,356,185,171
13209,町田市,5～9,17037,8722,8315,16692,8555,8137,345,167,178
13209,町田市,10～14,19003,9802,9201,18784,9690,9094,219,112,107
13209,町田市,15～19,21043,10652,10391,20827,10543,10284,216,109,107
13209,町田市,20～24,23915,12191,11724,22848,11654,11194,1067,537,530
13209,町田市,25～29,20714,10541,10173,19381,9826,9555,1333,715,618
13209,町田市,30～34,19781,10065,9716,18614,9429,9185,1167,636,531
13209,町田市,35～39,23083,11823,11260,22181,11366,10815,902,457,445
13209,町田市,40～44,26840,13605,13235,26030,13238,12792,810,367,443
13209,町田市,45～49,32571,16393,16178,31975,16109,15866,596,284,312
13209,町田市,50～54,38273,19370,18903,37668,19132,18536,605,238,367
13209,町田市,55～59,32154,16513,15641,31693,16326,15367,461,187,274
13209,町田市,60～64,25026,12531,12495,24689,12398,12291,337,133,204
13209,町田市,65～69,22194,10783,11411,22011,10698,11313,183,85,98
